ID, Level, Room, Name
 b0c81a28-b894-470d-9113-80bf4011c0bb, 25e27485-228b-41c7-911a-a9a28b53311e, 03dc689d-a0e5-44a2-b0da-80533a9a075a,  10A1
 96904696-cba0-45fd-9362-03f18773058d, 25e27485-228b-41c7-911a-a9a28b53311e, 942cf6ef-82f0-4284-b0be-831274fd781f,  10A2
 03a0fe70-6567-408e-9728-09a6c5b73faf, 25e27485-228b-41c7-911a-a9a28b53311e, 9648c3fa-06ea-4a87-b263-78fd0346f8c8,  10A3
 f938df00-d0ad-49e2-9d8f-a1ce7d3ed9a1, 25e27485-228b-41c7-911a-a9a28b53311e, 151c5f7e-1a8a-436d-b130-c76331d0d1d9,  10A4
 cce88ce0-762b-4b5d-bfeb-d4b1fdeb7258, 25e27485-228b-41c7-911a-a9a28b53311e, 482c14ec-9030-4bbf-9a18-b6679e801a43,  10A5
 a35f7b0c-4504-418a-8325-e6de1edd1560, 25e27485-228b-41c7-911a-a9a28b53311e, a534384d-4e5b-4946-8c83-208508ef2ce4,  10A6
 b1e6703f-d387-4c07-823d-9c27e85a6328, 9c894ef4-6bfb-427c-a292-fc57399b13b2, bf16a29b-c259-416c-973a-7604abd31ae9,  11A1
 fe7933a3-9382-438f-8b4c-624e36a49d72, 9c894ef4-6bfb-427c-a292-fc57399b13b2, 64356d16-8b31-453b-a8cc-f9ba8671892f,  11A2
 c26360bd-78a2-4bad-9c17-2e532dd4fe82, 9c894ef4-6bfb-427c-a292-fc57399b13b2, 4b4d1858-62f6-4825-8e80-e6c4b7ba436e,  11A3
 03410022-7533-4f05-8637-00a2f3a9a757, 9c894ef4-6bfb-427c-a292-fc57399b13b2, 16119f72-146c-4494-b2d2-e10883b6fbd6,  11A4
 d1bfe179-d965-4f7e-a6a5-63355beafd03, 9c894ef4-6bfb-427c-a292-fc57399b13b2, ad0f5ae4-5b45-410d-9905-8a5237ad81ae,  11A5
 2225e084-1c06-49ec-a9a4-f03ee9d5d952, 9c894ef4-6bfb-427c-a292-fc57399b13b2, b4917798-91bb-4b10-be23-4186a6044e82,  11A6
 8a48b13e-5494-4dba-906b-a8ae05623968, 2bf15376-31b2-4274-923f-0f86c71e3bae, a5dc349e-2bbe-4804-8055-afe52817fe65,  12A1
 c18448a4-a77a-47b7-8091-ab69512480c4, 2bf15376-31b2-4274-923f-0f86c71e3bae, 4d55c441-164d-4aa5-9d63-e4e1824aa83b,  12A2
 3e7c37e0-1cf4-4cb3-a33d-73fe6c446af6, 2bf15376-31b2-4274-923f-0f86c71e3bae, 8797757a-239f-4053-927a-d0b42b37f305,  12A3
 189e774f-eaf6-41ee-8971-0e848854abfa, 2bf15376-31b2-4274-923f-0f86c71e3bae, 50d409b4-b05f-47ac-be80-82393f24b452,  12A4
