ID, Level, Room, Name
 89e69502-5a9b-48f5-b70e-65213c6ea690, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 397aaf3f-f404-4114-8484-54f6eaf0c0a2,  10A1
 bb6af8e6-f804-4b58-aa36-587167041a60, ea1aa026-5a7f-459b-8121-9a62e1eefb59, f0342c88-a04c-41e7-a8fb-7c97897b1a5f,  10A2
 fba92347-0e8b-436b-accb-16059b6612a7, ea1aa026-5a7f-459b-8121-9a62e1eefb59, a583ae41-5960-4c5d-9f40-48b355143851,  10A3
 38ac09d0-6f85-46ba-9e98-5b68b39a0556, ea1aa026-5a7f-459b-8121-9a62e1eefb59, efa9de40-65cc-4f7e-bfcd-d95d448dacc4,  10A4
 03cd82c5-74f1-4026-8431-d8b08f2d6aa5, ea1aa026-5a7f-459b-8121-9a62e1eefb59, ac0c495a-d8b3-44aa-b2da-dd186f7b13bd,  10A5
 505a5bb3-60b4-43dd-9aa0-db4e3b677b10, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 30ead8f5-6769-4e01-81d3-13e882025137,  10A6
 dd2ff1c3-5303-4177-b7fb-0281ed5f9588, ea1aa026-5a7f-459b-8121-9a62e1eefb59, c41a2a36-48e4-443c-834e-061a32174a15,  10A7
 93a542cf-3b86-48c2-a31e-6ac00cdd04cd, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 1aa20e4e-81b0-4a0b-92c4-d1d891de1ee2,  10A8
 e38cb252-0f45-4c7c-863c-5e6f04f96987, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 5fbec020-cc73-42fd-b411-f19e98bad37f,  10A9
 31a4d062-9373-4d9a-81b6-880684bc841c, ea1aa026-5a7f-459b-8121-9a62e1eefb59, b3842200-87bf-46a1-8278-3e868114022c,  10A10
 62002985-8277-4891-af22-bb7b58570478, ea1aa026-5a7f-459b-8121-9a62e1eefb59, b4d3c432-5b79-4756-9cb0-a3a923c51e13,  10A11
 b4469471-7360-4977-87da-46e540d7bdb0, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 79acc4a6-3d4b-4199-9f21-925059f0e128,  10A12
 f6270954-2f60-4db9-87c5-43169e2abecd, ea1aa026-5a7f-459b-8121-9a62e1eefb59, f12f6792-203a-4d66-b89c-7792dea091fb,  10A13
 235b9bb1-8f3a-438c-9e5a-cabc5c4e2123, ea1aa026-5a7f-459b-8121-9a62e1eefb59, b87afbfb-1bd0-47e4-8e54-499916482518,  10A14
 edbfb5cc-2930-4db1-8f26-ffe2eee16a76, ea1aa026-5a7f-459b-8121-9a62e1eefb59, 43bee78e-abcb-47e5-a2e0-12e800ddf68e,  10A15
