ID, Level, Room, Name
 9f610ad8-0b17-409d-b70a-ad94d395c22b, 4fcbf997-4860-480a-ad57-4dc99d6c811d, 0098dc7d-4957-48cb-9be7-b7fd71b45754,  10A1
 c56e398d-d913-4a4c-af68-7ed5a7b4d57e, 4fcbf997-4860-480a-ad57-4dc99d6c811d, 29608bdc-70bd-4d6b-952d-22999fb236cf,  10A2
 622a0d88-1ac9-4263-94d1-842a56110e06, 4fcbf997-4860-480a-ad57-4dc99d6c811d, 7b6f5366-cb85-477d-adea-08d5675b580b,  10A3
 f47440f7-cb90-4776-9ac7-74e361e2abcc, 4fcbf997-4860-480a-ad57-4dc99d6c811d, b02bf9f1-9be4-472f-83ac-f040fa3dcae6,  10A4
 f43e1efd-6d17-4fa6-ae0f-4a1cc4a15f21, 4fcbf997-4860-480a-ad57-4dc99d6c811d, 94a7846e-fd03-465c-afff-a4b16cccfc63,  10A5
 27e47bc0-2093-473e-920c-6b4119476d95, 4fcbf997-4860-480a-ad57-4dc99d6c811d, 22734694-cc53-43c8-83e4-66b131d8887d,  10A6
 f6c2e9f4-eefb-48bb-8190-4d05629f3820, 05e23a44-d965-45ab-904c-b806a3a77d90, 7a079446-3c4b-4119-8a0f-ee9e2459e156,  11A1
 5d57c44b-23c8-4c59-9372-d08283c254a8, 05e23a44-d965-45ab-904c-b806a3a77d90, 771a1241-3a5e-40f9-b014-7b5ecf70b34f,  11A2
 eaf74cac-4dce-4e60-a521-dcc75f319151, 05e23a44-d965-45ab-904c-b806a3a77d90, b3369927-e610-453a-b545-88bfcf69a769,  11A3
 4f0c0797-c918-40fe-90c1-d0f3737a56ba, 05e23a44-d965-45ab-904c-b806a3a77d90, 8878e0b1-a0fe-41fe-999b-ea2cfe7e183f,  11A4
 d382319c-8e91-4493-9a45-974669fd15e1, 05e23a44-d965-45ab-904c-b806a3a77d90, 9ef26be8-3b87-473d-aa95-d74033bbf6e4,  11A5
 74f54416-691b-4a46-875b-904635625c32, 05e23a44-d965-45ab-904c-b806a3a77d90, 69c3e0ef-149b-48ac-9611-59b4edf8d289,  11A6
 751c74e0-fae1-40b4-9e0d-08f3130513c6, 0ff275e9-7ca9-419c-833c-67ff55260d33, bde0661c-fb7a-40a8-819d-1df1bdb27234,  12A1
 94bfc880-9168-4e9d-ae2b-39e8f21e1477, 0ff275e9-7ca9-419c-833c-67ff55260d33, d404eaa6-b76c-4efb-a0c4-ec9a4f1d59c2,  12A2
 3439103a-7bff-4891-90b9-88cf989e0542, 0ff275e9-7ca9-419c-833c-67ff55260d33, 641e236e-8dd3-4656-9029-04512467dcc0,  12A3
 204b8183-4e87-44ff-bc00-3f0ef592c3fe, 0ff275e9-7ca9-419c-833c-67ff55260d33, d15841bf-d006-4efb-965e-bb768ba383f8,  12A4
